annotator_id,order_index,sample_id,is_anchor
P3-04,28,mosi_OtBXNcAL_lE_16,0
P3-04,29,meld_dia601_utt3,0
P3-04,30,mosi_d6hH302o4v8_39,0
P3-04,31,mosi_G6GlGvlkxAQ_27,1
P3-04,32,chsims_video_xjzw_00043,1
P3-04,33,iemocap_Ses05M_script03_1_M021,1
P3-04,34,mustard_1_7641,1
P3-04,35,iemocap_Ses05F_script01_2_F014,0
P3-04,36,chsims_aqgy4_0003_00006,0
P3-04,37,mustard_2_567,0
P3-04,38,iemocap_Ses03M_script01_1_F031,0
P3-04,39,mosi_7JsX8y1ysxY_15,1
P3-04,40,iemocap_Ses01M_script01_1_F027,0
P3-04,41,mosi_X3j2zQgwYgE_9,0
P3-04,42,meld_dia46_utt9,1
P3-04,43,chsims_aqgy5_0011_00033,0
P3-04,44,mustard_2_377,1
P3-04,45,meld_dia976_utt9,0
P3-04,46,iemocap_Ses05F_script03_1_F021,0
P3-04,47,mosi_7JsX8y1ysxY_14,0
P3-04,48,iemocap_Ses04F_impro03_M043,1
P3-04,49,iemocap_Ses03M_script03_1_F028,0
P3-04,50,iemocap_Ses05F_script01_2_M016,0
P3-04,51,chsims_aqgy5_0007_00034,0
P3-04,52,iemocap_Ses03M_impro02_F023,0
P3-04,53,chsims_video_0043_0021,1
P3-04,54,meld_dia962_utt0,1
P3-04,55,mosi_lXPQBPVc5Cw_12,0
P3-04,56,chsims_csbgs2_0003_00010,0
P3-04,57,meld_dia909_utt6,0
P3-04,58,iemocap_Ses02F_impro05_F013,0
P3-04,59,chsims_video_0040_0038,0
P3-04,60,iemocap_Ses01F_impro01_F010,0
P3-04,61,iemocap_Ses04F_impro03_M024,0
P3-04,62,iemocap_Ses04F_impro08_M003,0
P3-04,63,chsims_test7_00000,0
P3-04,64,iemocap_Ses02F_script03_2_M006,0
P3-04,65,iemocap_Ses04M_script02_1_F018,0
P3-04,66,mosi_2WGyTLYerpo_56,1
P3-04,67,meld_dia12_utt2,0
P3-04,68,mosi_atnd_PF-Lbs_14,0
P3-04,69,mustard_1_2778,1
P3-04,70,mosi_73jzhE8R1TQ_5,0
P3-04,71,mosi_Nzq88NnDkEk_2,0
P3-04,72,mustard_1_5617,0
P3-04,73,mustard_2_450,0
P3-04,74,chsims_video_0014_0007,0
P3-04,75,chsims_video_0054_0063,1
P3-04,76,mosi_aiEXnCPZubE_24,0
P3-04,77,meld_dia395_utt3,0
P3-04,78,mosi_jUzDDGyPkXU_27,0
P3-04,79,chsims_video_0055_0007,1
P3-04,80,iemocap_Ses05F_script01_2_F006,0
P3-04,81,mosi_BioHAh1qJAQ_27,0
P3-04,82,meld_dia506_utt7,0
P3-04,83,mosi_etzxEpPuc6I_19,0
P3-04,84,chsims_video_0030_0030,0
P3-04,85,iemocap_Ses04F_impro03_F029,0
P3-04,86,chsims_video_0031_0023,0
P3-04,87,iemocap_Ses05M_script01_1b_M001,0
P3-04,88,iemocap_Ses02M_impro03_M014,0
P3-04,89,meld_dia125_utt0,0
P3-04,90,mustard_1_7445,1
P3-04,91,mosi_Clx4VXItLTE_9,0
P3-04,92,iemocap_Ses02M_impro02_F002,0
P3-04,93,chsims_video_0051_0057,0
P3-04,94,chsims_aqgy5_0013_00001,0
P3-04,95,meld_dia796_utt16,0
P3-04,96,mosi_dq3Nf_lMPnE_12,0
P3-04,97,iemocap_Ses03M_script01_1_M009,0
P3-04,98,iemocap_Ses02F_script02_2_F011,0
P3-04,99,iemocap_Ses04F_script01_1_F030,0
P3-04,100,iemocap_Ses03F_script03_1_F002,0
P3-04,101,meld_dia806_utt4,0
P3-04,102,iemocap_Ses03M_script03_2_F011,1
P3-04,103,meld_dia231_utt9,0
P3-04,104,chsims_video_0045_0002,0
P3-04,105,iemocap_Ses02F_script03_1_F002,0
P3-04,106,mustard_1_8045,0
P3-04,107,iemocap_Ses04M_impro02_F016,0
P3-04,108,iemocap_Ses04F_impro03_M003,0
P3-04,109,meld_dia918_utt7,0
P3-04,110,mosi_MLal-t_vJPM_14,0
P3-04,111,mustard_2_430,1
P3-04,112,chsims_video_0014_0015,0
P3-04,113,mustard_2_126,0
P3-04,114,iemocap_Ses05M_impro03_M019,0
P3-04,115,mosi_MLal-t_vJPM_13,0
P3-04,116,iemocap_Ses04F_script02_2_F002,0
P3-04,117,chsims_aqgy4_0006_00006,0
P3-04,118,chsims_video_0024_0093,0
P3-04,119,mustard_1_7575,0
P3-04,120,chsims_video_0011_0034,1
P3-04,121,meld_dia401_utt10,0
P3-04,122,chsims_video_0035_0014,1
P3-04,123,iemocap_Ses05F_script03_2_F021,0
P3-04,124,iemocap_Ses03M_impro02_M012,0
P3-04,125,mosi_Iu2PFX3z_1s_7,0
P3-04,126,mosi_Clx4VXItLTE_11,0
P3-04,127,chsims_aqgy3_0004_00023,0
P3-04,128,mustard_1_6426,0
P3-04,129,iemocap_Ses03M_impro03_F026,0
P3-04,130,mosi_8OtFthrtaJM_2,1
P3-04,131,meld_dia58_utt6,1
P3-04,132,chsims_video_0030_0014,0
P3-04,133,meld_dia665_utt2,0
P3-04,134,meld_dia911_utt4,1
P3-04,135,meld_dia1032_utt9,0
P3-04,136,chsims_aqgy5_0013_00017,0
P3-04,137,meld_dia938_utt8,0
P3-04,138,chsims_test11_00009,0
P3-04,139,mustard_1_7047,0
P3-04,140,mustard_1_1180,0
P3-04,141,meld_dia808_utt7,0
P3-04,142,mustard_2_190,0
P3-04,143,chsims_aqgy5_0008_00003,0
P3-04,144,iemocap_Ses01M_impro04_M008,0
P3-04,145,iemocap_Ses01M_script02_1_F003,0
P3-04,146,mosi_7JsX8y1ysxY_7,0
P3-04,147,chsims_test7_00004,0
P3-04,148,mustard_2_174,0
P3-04,149,chsims_aqgy4_0024_00010,0
P3-04,150,chsims_video_0054_0031,0
P3-04,151,meld_dia411_utt1,0
P3-04,152,chsims_aqgy5_0011_00016,0
P3-04,153,iemocap_Ses04F_script01_2_F021,0
P3-04,154,mustard_1_3649,0
P3-04,155,iemocap_Ses04M_script02_2_F006,0
P3-04,156,meld_dia803_utt6,0
P3-04,157,mustard_1_9972,0
P3-04,158,chsims_aqgy5_0036_00014,0
P3-04,159,meld_dia619_utt1,0
P3-04,160,iemocap_Ses02F_script02_2_F038,0
P3-04,161,chsims_aqgy5_0007_00030,0
P3-04,162,chsims_video_0048_0006,1
P3-04,163,chsims_video_0038_0022,0
P3-04,164,meld_dia592_utt11,0
P3-04,165,chsims_aqgy5_0008_00033,0
P3-04,166,meld_dia637_utt5,0
P3-04,167,iemocap_Ses02M_script02_1_M038,0
P3-04,168,chsims_aqgy3_0006_00008,0
P3-04,169,chsims_aqgy5_0024_00001,0
P3-04,170,chsims_video_0011_0033,0
P3-04,171,mustard_2_105,0
P3-04,172,chsims_aqgy4_0009_00014,0
P3-04,173,meld_dia54_utt16,1
P3-04,174,chsims_aqgy4_0009_00011,0
P3-04,175,meld_dia1005_utt15,0
P3-04,176,mustard_1_12202,1
P3-04,177,meld_dia655_utt15,0
P3-04,178,meld_dia199_utt5,1
P3-04,179,chsims_aqgy4_0001_00024,0
P3-04,180,meld_dia923_utt12,0
P3-04,181,mosi_jUzDDGyPkXU_7,0
P3-04,182,chsims_aqgy5_0006_00008,0
P3-04,183,mustard_2_421,0
P3-04,184,mosi_HEsqda8_d0Q_12,0
P3-04,185,mustard_2_163,0
P3-04,186,iemocap_Ses03F_script03_1_F027,0
P3-05,0,iemocap_Ses01M_script03_1_F013,0
P3-05,1,chsims_aqgy5_0016_00040,0
P3-05,2,iemocap_Ses04M_impro08_F018,0
P3-05,3,chsims_video_0045_0012,0
P3-05,4,iemocap_Ses02M_script03_1_M011,0
P3-05,5,mustard_2_246,0
P3-05,6,mustard_1_672,0
P3-05,7,meld_dia471_utt2,0
P3-05,8,meld_dia741_utt0,0
P3-05,9,mosi_VbQk4H8hgr0_19,0
P3-05,10,chsims_aqgy5_0031_00014,0
P3-05,11,chsims_test5_00003,1
P3-05,12,mosi_zhpQhgha_KU_9,0
P3-05,13,meld_dia187_utt3,0
P3-05,14,iemocap_Ses05F_impro05_F011,0
P3-05,15,chsims_video_0040_0051,0
P3-05,16,meld_dia41_utt4,0
P3-05,17,meld_dia615_utt10,0
P3-05,18,chsims_video_0053_0006,0
P3-05,19,meld_dia1027_utt6,0
P3-05,20,meld_dia172_utt6,0
P3-05,21,mosi_c7UH_rxdZv4_2,0
P3-05,22,meld_dia804_utt3,0
P3-05,23,chsims_video_0009_0040,0
P3-05,24,iemocap_Ses03M_impro08a_F024,0
P3-05,25,mosi_ZAIRrfG22O0_2,0
P3-05,26,chsims_aqgy5_0011_00025,0
P3-05,27,meld_dia76_utt5,0
P3-05,28,mosi_1iG0909rllw_24,1
P3-05,29,meld_dia921_utt9,0
P3-05,30,iemocap_Ses01M_script01_2_F008,0
P3-05,31,meld_dia331_utt3,0
P3-05,32,mosi_Af8D0E4ZXaw_29,0
P3-05,33,iemocap_Ses05M_impro02_F018,1
P3-05,34,meld_dia250_utt3,0
P3-05,35,meld_dia887_utt5,0
P3-05,36,meld_dia885_utt4,0
P3-05,37,iemocap_Ses03M_impro03_M015,0
P3-05,38,iemocap_Ses04M_script03_2_M054,0
P3-05,39,chsims_aqgy5_0008_00023,0
P3-05,40,iemocap_Ses04F_impro07_M009,0
P3-05,41,iemocap_Ses04M_impro02_F014,0
P3-05,42,meld_dia392_utt12,0
P3-05,43,mosi_I5y0__X72p0_13,1
P3-05,44,mosi_cXypl4FnoZo_7,0
P3-05,45,meld_dia851_utt14,0
P3-05,46,mosi_GWuJjcEuzt8_11,1
P3-05,47,mosi_I5y0__X72p0_34,0
P3-05,48,iemocap_Ses03M_impro07_M023,0
P3-05,49,chsims_video_0027_0047,0
P3-05,50,mustard_1_11697,0
P3-05,51,mosi_BioHAh1qJAQ_10,0
P3-05,52,chsims_video_0015_0036,0
P3-05,53,chsims_video_0026_0003,0
P3-05,54,iemocap_Ses05M_script01_1_M023,0
P3-05,55,chsims_aqgy5_0009_00032,0
P3-05,56,meld_dia455_utt8,0
P3-05,57,iemocap_Ses04F_script02_2_F033,0
P3-05,58,chsims_video_0021_0011,0
P3-05,59,mosi_G-xst2euQUc_3,0
P3-05,60,meld_dia202_utt13,0
P3-05,61,meld_dia747_utt16,0
P3-05,62,chsims_aqgy3_0005_00018,0
P3-05,63,chsims_video_0051_0028,0
P3-05,64,mustard_2_380,1
P3-05,65,chsims_aqgy4_0004_00014,1
P3-05,66,mosi_1iG0909rllw_20,1
P3-05,67,meld_dia94_utt8,0
P3-05,68,mosi_7JsX8y1ysxY_3,0
P3-05,69,mustard_2_248,0
P3-05,70,mosi_k5Y_838nuGo_5,1
P3-05,71,chsims_video_0053_0024,0
P3-05,72,iemocap_Ses05M_script03_1_M000,0
P3-05,73,meld_dia791_utt1,0
P3-05,74,chsims_video_0012_0046,0
P3-05,75,iemocap_Ses04M_impro05_F041,0
P3-05,76,iemocap_Ses02F_impro04_M015,0
P3-05,77,meld_dia81_utt3,0
P3-05,78,mosi_rnaNMUZpvvg_21,0
P3-05,79,iemocap_Ses05M_script02_2_M027,0
P3-05,80,chsims_video_0032_0015,0
P3-05,81,iemocap_Ses01M_impro07_M021,0
P3-05,82,chsims_video_0055_0015,0
P3-05,83,meld_dia658_utt10,0
P3-05,84,iemocap_Ses05M_script03_1_F020,0
P3-05,85,meld_dia54_utt10,0
P3-05,86,iemocap_Ses02M_script01_1_M034,0
P3-05,87,iemocap_Ses03M_script02_2_F007,0
P3-05,88,meld_dia379_utt1,0
P3-05,89,meld_dia170_utt9,0
P3-05,90,mosi_VbQk4H8hgr0_46,0
P3-05,91,mosi_atnd_PF-Lbs_5,0
P3-05,92,iemocap_Ses05M_impro01_F014,0
P3-05,93,chsims_video_0025_0049,0
P3-05,94,iemocap_Ses02F_impro03_F021,0
P3-05,95,chsims_video_0031_0015,0
P3-05,96,iemocap_Ses02F_impro04_F004,0
P3-05,97,meld_dia760_utt3,0
P3-05,98,chsims_aqgy4_0012_00052,0
P3-05,99,meld_dia441_utt8,0
P3-05,100,chsims_aqgy3_0007_00001,0
P3-05,101,meld_dia148_utt7,1
P3-05,102,chsims_aqgy5_0007_00014,0
P3-05,103,chsims_video_0051_0023,0
P3-05,104,chsims_video_0024_0097,0
P3-05,105,iemocap_Ses02M_impro03_M017,1
P3-05,106,meld_dia111_utt13,0
P3-05,107,iemocap_Ses01M_script02_2_F013,0
P3-05,108,iemocap_Ses05F_impro02_M034,1
P3-05,109,mosi_2iD-tVS8NPw_27,1
P3-05,110,chsims_video_0023_0064,1
P3-05,111,mustard_1_5751,0
P3-05,112,meld_dia91_utt0,0
P3-05,113,meld_dia791_utt11,0
P3-05,114,iemocap_Ses05M_script01_3_M030,0
P3-05,115,chsims_aqgy3_0004_00000,0
P3-05,116,mosi_Oz06ZWiO20M_2,0
P3-05,117,chsims_video_0012_0027,1
P3-05,118,mosi_cW1FSBF59ik_1,0
P3-05,119,chsims_video_0027_0018,0
P3-05,120,chsims_video_0024_0085,0
P3-05,121,chsims_aqgy5_0031_00013,1
P3-05,122,iemocap_Ses03F_script03_2_F030,0
P3-05,123,chsims_video_0059_0009,1
P3-05,124,iemocap_Ses03F_script01_3_F013,0
P3-05,125,meld_dia498_utt4,1
P3-05,126,chsims_aqgy5_0032_00007,0
P3-05,127,chsims_aqgy4_0018_00003,0
P3-05,128,meld_dia725_utt2,0
P3-05,129,meld_dia640_utt16,0
P3-05,130,meld_dia537_utt3,0
P3-05,131,iemocap_Ses04F_script03_1_M029,0
P3-05,132,chsims_aqgy5_0014_00023,0
P3-05,133,meld_dia574_utt3,0
P3-05,134,chsims_video_0043_0037,0
P3-05,135,iemocap_Ses02F_impro01_F021,0
P3-05,136,mosi_Sqr0AcuoNnk_14,0
P3-05,137,mosi_Clx4VXItLTE_15,0
P3-05,138,chsims_video_0011_0027,0
P3-05,139,mosi_G6GlGvlkxAQ_27,1
P3-05,140,chsims_aqgy5_0024_00003,0
P3-05,141,iemocap_Ses03M_impro01_F023,1
P3-05,142,iemocap_Ses01M_script01_2_M002,0
P3-05,143,chsims_aqgy5_0031_00030,0
P3-05,144,mosi_tIrG4oNLFzE_12,0
P3-05,145,chsims_aqgy5_0001_00013,1
P3-05,146,chsims_video_0045_0032,1
P3-05,147,mosi_tmZoasNr4rU_18,0
P3-05,148,meld_dia986_utt1,0
P3-05,149,meld_dia51_utt8,0
P3-05,150,mustard_1_467,1
P3-05,151,iemocap_Ses05M_script01_1b_M029,0
P3-05,152,iemocap_Ses03M_impro04_F011,0
P3-05,153,iemocap_Ses05M_impro02_M005,0
P3-05,154,iemocap_Ses05M_script01_3_M009,0
P3-05,155,iemocap_Ses05M_impro01_M008,0
P3-05,156,meld_dia275_utt9,0
P3-05,157,mosi_nzpVDcQ0ywM_21,0
P3-05,158,mosi_iiK8YX8oH1E_7,1
P3-05,159,chsims_video_0025_0018,0
P3-05,160,iemocap_Ses05M_impro06_M002,0
P3-05,161,meld_dia61_utt2,0
P3-05,162,chsims_video_0057_0024,0
P3-05,163,meld_dia875_utt6,1
P3-05,164,iemocap_Ses03F_impro06_F012,0
P3-05,165,mosi_c7UH_rxdZv4_19,0
P3-05,166,meld_dia589_utt6,0
P3-05,167,mosi_MLal-t_vJPM_10,0
P3-05,168,mosi_d6hH302o4v8_27,0
P3-05,169,mosi_HEsqda8_d0Q_26,1
P3-05,170,chsims_video_0049_0012,0
P3-05,171,chsims_video_0051_0055,1
P3-05,172,mustard_2_158,1
P3-05,173,mosi_9qR7uwkblbs_7,1
P3-05,174,mustard_2_322,1
P3-05,175,iemocap_Ses03F_impro05_F017,0
P3-05,176,mosi_ob23OKe5a9Q_4,0
P3-05,177,chsims_csbgs2_0001_00000,0
P3-05,178,meld_dia66_utt2,0
P3-05,179,chsims_video_0034_0008,0
P3-05,180,chsims_aqgy5_0031_00041,0
P3-05,181,meld_dia861_utt7,0
P3-05,182,iemocap_Ses01F_script02_1_F022,0
P3-05,183,meld_dia820_utt3,0
P3-05,184,mosi_G6GlGvlkxAQ_8,0
P3-05,185,mustard_2_235,0
P3-05,186,iemocap_Ses04F_script01_1_F036,0
P3-06,0,iemocap_Ses04M_impro01_M017,0
P3-06,1,iemocap_Ses04F_impro07_F078,1
P3-06,2,iemocap_Ses03M_impro03_F020,0
P3-06,3,meld_dia153_utt3,1
P3-06,4,chsims_video_0031_0017,0
P3-06,5,chsims_aqgy5_0032_00004,0
P3-06,6,meld_dia605_utt6,0
P3-06,7,meld_dia62_utt9,1
P3-06,8,iemocap_Ses05M_script03_1_M014,1
P3-06,9,iemocap_Ses03F_impro06_F029,0
P3-06,10,meld_dia336_utt18,0
P3-06,11,chsims_aqgy5_0025_00009,0
P3-06,12,meld_dia841_utt2,0
P3-06,13,mustard_1_6020,1
P3-06,14,iemocap_Ses04M_impro02_M016,0
P3-06,15,mosi_atnd_PF-Lbs_16,0
P3-06,16,meld_dia335_utt0,0
P3-06,17,iemocap_Ses05F_script01_1_F024,0
P3-06,18,iemocap_Ses05F_impro03_M046,0
P3-06,19,mosi_BI97DNYfe5I_27,0
P3-06,20,chsims_aqgy4_0011_00027,0
P3-06,21,mosi_rnaNMUZpvvg_12,0
P3-06,22,meld_dia249_utt13,0
P3-06,23,chsims_video_0010_0025,0
P3-06,24,meld_dia410_utt8,0
P3-06,25,meld_dia960_utt7,0
P3-06,26,mosi_Bfr499ggo-0_11,0
P3-06,27,chsims_video_0005_0013,0
P3-06,28,mustard_1_2216,0
P3-06,29,chsims_video_0028_0004,0
P3-06,30,iemocap_Ses05F_impro02_F022,0
P3-06,31,mosi_BvYR0L6f2Ig_14,0
P3-06,32,mustard_2_512,0
P3-06,33,chsims_video_0010_0009,0
P3-06,34,chsims_aqgy4_0007_00023,1
P3-06,35,mustard_2_73,0
P3-06,36,iemocap_Ses04M_impro03_M019,0
P3-06,37,iemocap_Ses03F_script03_1_F006,0
P3-06,38,mustard_1_10859,0
P3-06,39,chsims_video_0039_0004,0
P3-06,40,mosi_ZUXBRvtny7o_28,1
P3-06,41,iemocap_Ses04F_impro08_M022,0
P3-06,42,iemocap_Ses04F_script03_2_F001,1
P3-06,43,chsims_video_0009_0035,1
P3-06,44,chsims_aqgy4_0002_00000,0
P3-06,45,chsims_video_0002_0014,0
P3-06,46,mosi_tIrG4oNLFzE_7,0
P3-06,47,meld_dia561_utt5,0
P3-06,48,mosi_5W7Z1C_fDaE_6,0
P3-06,49,chsims_video_0015_0009,0
P3-06,50,meld_dia393_utt3,0
P3-06,51,mustard_2_236,0
P3-06,52,mosi_yDtzw_Y-7RU_7,0
P3-06,53,iemocap_Ses05M_script03_2_F013,0
P3-06,54,meld_dia138_utt3,0
P3-06,55,chsims_video_0024_0037,0
P3-06,56,chsims_aqgy5_0032_00002,0
P3-06,57,iemocap_Ses05F_script01_3_F009,0
P3-06,58,meld_dia241_utt9,0
P3-06,59,iemocap_Ses01M_script02_2_F031,0
P3-06,60,mosi_7JsX8y1ysxY_2,1
P3-06,61,iemocap_Ses02M_impro05_F013,1
P3-06,62,meld_dia667_utt3,0
P3-06,63,chsims_video_0055_0004,0
P3-06,64,chsims_video_0044_0009,0
P3-06,65,mosi_1iG0909rllw_18,0
P3-06,66,iemocap_Ses02M_impro08_F004,0
P3-06,67,meld_dia279_utt2,0
P3-06,68,iemocap_Ses04F_impro04_F032,0
P3-06,69,chsims_aqgy5_0011_00046,0
P3-06,70,mosi_ZUXBRvtny7o_34,0
P3-06,71,chsims_video_0024_0067,1
P3-06,72,iemocap_Ses04F_impro08_F020,0
P3-06,73,meld_dia434_utt11,0
P3-06,74,iemocap_Ses04M_impro02_F006,0
P3-06,75,meld_dia94_utt7,0
P3-06,76,iemocap_Ses02F_script01_3_F017,0
P3-06,77,iemocap_Ses01F_impro07_M019,1
P3-06,78,chsims_aqgy4_0008_00013,0
P3-06,79,mosi_2WGyTLYerpo_56,1
P3-06,80,chsims_aqgy5_0018_00013,0
P3-06,81,iemocap_Ses02M_script01_1_M019,0
P3-06,82,meld_dia985_utt0,0
P3-06,83,meld_dia906_utt4,0
P3-06,84,mosi_0h-zjBukYpk_21,0
P3-06,85,chsims_aqgy4_0012_00032,0
P3-06,86,meld_dia961_utt3,0
P3-06,87,mosi_VCslbP0mgZI_17,0
P3-06,88,mosi_OtBXNcAL_lE_2,0
P3-06,89,iemocap_Ses02M_script03_2_F029,0
P3-06,90,chsims_aqgy4_0009_00026_0,0
P3-06,91,chsims_aqgy5_0005_00017,0
P3-06,92,chsims_aqgy4_0004_00018,0
P3-06,93,mosi_BvYR0L6f2Ig_13,1
P3-06,94,meld_dia95_utt14,1
P3-06,95,iemocap_Ses05F_impro03_F042,0
P3-06,96,iemocap_Ses05M_script01_1b_M019,0
P3-06,97,iemocap_Ses05M_script01_3_M040,0
P3-06,98,iemocap_Ses05F_script01_3_M016,0
P3-06,99,meld_dia322_utt1,0
P3-06,100,meld_dia584_utt1,0
P3-06,101,chsims_video_0003_0002,0
P3-06,102,meld_dia893_utt15,1
P3-06,103,chsims_aqgy4_0012_00034,0
P3-06,104,meld_dia583_utt0,0
P3-06,105,mosi_lXPQBPVc5Cw_13,0
P3-06,106,iemocap_Ses04M_script02_2_F032,0
P3-06,107,mustard_1_7445,1
P3-06,108,iemocap_Ses02F_impro03_M004,0
P3-06,109,meld_dia199_utt11,0
P3-06,110,mosi_bOL9jKpeJRs_10,1
P3-06,111,iemocap_Ses03F_script02_2_M040,0
P3-06,112,iemocap_Ses01F_script02_2_M036,0
P3-06,113,iemocap_Ses01M_script02_1_F005,0
P3-06,114,chsims_video_0045_0049,0
P3-06,115,chsims_video_0040_0008,0
P3-06,116,chsims_aqgy3_0007_00002,0
P3-06,117,meld_dia619_utt8,0
P3-06,118,iemocap_Ses03M_script03_2_F030,0
P3-06,119,mosi_atnd_PF-Lbs_7,0
P3-06,120,meld_dia336_utt9,0
P3-06,121,meld_dia234_utt2,0
P3-06,122,chsims_aqgy5_0007_00009,0
P3-06,123,mosi_VbQk4H8hgr0_48,0
P3-06,124,chsims_aqgy4_0010_00022,0
P3-06,125,mosi_QN9ZIUWUXsY_8,0
P3-06,126,iemocap_Ses05M_script01_1_M033,0
P3-06,127,chsims_csbgs2_0001_00011,1
P3-06,128,iemocap_Ses05M_script02_1_M025,0
P3-06,129,chsims_aqgy5_0012_00023,1
P3-06,130,chsims_video_0001_0019,0
P3-06,131,iemocap_Ses02M_impro02_F007,0
P3-06,132,chsims_video_0054_0041,0
P3-06,133,chsims_video_xjzw_00041,0
P3-06,134,meld_dia204_utt13,0
P3-06,135,chsims_video_0054_0030,1
P3-06,136,meld_dia616_utt1,0
P3-06,137,iemocap_Ses03M_impro06_F010,0
P3-06,138,mustard_2_532,0
P3-06,139,meld_dia887_utt6,0
P3-06,140,chsims_aqgy5_0009_00026,0
P3-06,141,chsims_video_0026_0017,0
P3-06,142,mustard_1_6472,0
P3-06,143,iemocap_Ses01M_script03_2_F035,0
P3-06,144,chsims_video_0025_0007,0
P3-06,145,meld_dia968_utt5,0
P3-06,146,meld_dia990_utt14,0
P3-06,147,meld_dia319_utt3,0
P3-06,148,iemocap_Ses05F_script01_1_F011,1
P3-06,149,mosi_VbQk4H8hgr0_27,0
P3-06,150,mustard_2_109,0
P3-06,151,meld_dia195_utt19,0
P3-06,152,chsims_aqgy4_0021_00000,0
P3-06,153,meld_dia4_utt8,0
P3-06,154,chsims_video_0035_0014,1
P3-06,155,iemocap_Ses03M_impro04_M041,0
P3-06,156,chsims_video_0056_0065,1
P3-06,157,mosi_nzpVDcQ0ywM_4,0
P3-06,158,iemocap_Ses01M_impro07_M023,0
P3-06,159,mustard_1_7395,1
P3-06,160,mosi_zhpQhgha_KU_12,1
P3-06,161,meld_dia395_utt0,0
P3-06,162,mosi_Oz06ZWiO20M_5,0
P3-06,163,chsims_video_0009_0022,0
P3-06,164,meld_dia520_utt1,0
P3-06,165,meld_dia465_utt3,0
P3-06,166,meld_dia585_utt2,0
P3-06,167,chsims_video_0037_0005,1
P3-06,168,iemocap_Ses04M_impro07_F000,0
P3-06,169,mustard_2_43,0
P3-06,170,mosi_Sqr0AcuoNnk_18,0
P3-06,171,chsims_aqgy4_0012_00047,0
P3-06,172,chsims_video_0052_0007,0
P3-06,173,iemocap_Ses02F_script03_1_F004,0
P3-06,174,mosi_zhpQhgha_KU_11,0
P3-06,175,meld_dia1017_utt3,0
P3-06,176,iemocap_Ses03M_script01_3_M032,0
P3-06,177,chsims_aqgy4_0004_00016,0
P3-06,178,mosi_LSi-o-IrDMs_21,0
P3-06,179,iemocap_Ses02F_impro06_F009,0
P3-06,180,mosi_Bfr499ggo-0_5,0
P3-06,181,meld_dia455_utt17,0
P3-06,182,meld_dia176_utt10,1
P3-06,183,iemocap_Ses01M_script02_1_F017,0
P3-06,184,iemocap_Ses04F_impro02_M010,1
P3-06,185,iemocap_Ses05M_script03_2_M028,0
P3-06,186,chsims_video_0001_0013,0
P3-07,0,meld_dia175_utt10,0
P3-07,1,iemocap_Ses03M_impro01_M028,0
P3-07,2,chsims_video_0022_0012,0
P3-07,3,meld_dia46_utt13,0
P3-07,4,mustard_1_3371,0
P3-07,5,meld_dia596_utt15,0
P3-07,6,iemocap_Ses03F_script01_3_F028,0
P3-07,7,chsims_aqgy5_0013_00015,0
P3-07,8,chsims_video_0025_0045,0
P3-07,9,mustard_1_11224,0
P3-07,10,chsims_aqgy4_0001_00064,0
P3-07,11,meld_dia389_utt7,0
P3-07,12,meld_dia62_utt9,1
P3-07,13,iemocap_Ses05F_script01_1_F036,0
P3-07,14,chsims_aqgy5_0027_00034,1
P3-07,15,meld_dia34_utt5,0
P3-07,16,meld_dia806_utt3,0
P3-07,17,chsims_video_0024_0102,0
P3-07,18,chsims_aqgy3_0001_00014,0
P3-07,19,iemocap_Ses02M_script02_2_M028,0
P3-07,20,meld_dia264_utt1,0
P3-07,21,iemocap_Ses04F_impro04_F030,0
P3-07,22,iemocap_Ses03M_impro02_F013,0
P3-07,23,meld_dia37_utt2,0
P3-07,24,mosi_BioHAh1qJAQ_29,0
P3-07,25,chsims_video_0016_0045,0
P3-07,26,iemocap_Ses01F_script03_2_F027,0
P3-07,27,meld_dia533_utt3,1
P3-07,28,mustard_2_612,0
P3-07,29,chsims_aqgy5_0034_00000,0
P3-07,30,iemocap_Ses02F_script03_1_F029,0
P3-07,31,meld_dia593_utt8,1
P3-07,32,meld_dia892_utt1,0
P3-07,33,chsims_video_0024_0036,0
P3-07,34,mosi_cW1FSBF59ik_4,1
P3-07,35,chsims_aqgy5_0022_00009,0
P3-07,36,meld_dia244_utt4,0
P3-07,37,meld_dia841_utt9,0
P3-07,38,meld_dia261_utt2,0
P3-07,39,chsims_aqgy5_0001_00000,0
P3-07,40,iemocap_Ses03F_script03_2_F040,0
P3-07,41,mosi_5W7Z1C_fDaE_10,0
P3-07,42,iemocap_Ses01F_script03_1_M025,0
P3-07,43,chsims_video_xjzw_00029,0
P3-07,44,iemocap_Ses01F_script02_1_F004,0
P3-07,45,chsims_aqgy5_0016_00038,1
P3-07,46,chsims_video_0023_0064,1
P3-07,47,mosi_iiK8YX8oH1E_14,1
P3-07,48,mustard_1_6766,0
P3-07,49,chsims_video_0060_0024,0
P3-07,50,mustard_2_124,0
P3-07,51,mustard_1_2778,1
P3-07,52,iemocap_Ses01F_impro07_F001,0
P3-07,53,iemocap_Ses04F_impro04_F004,0
P3-07,54,iemocap_Ses02M_impro04_M006,0
P3-07,55,mosi_6Egk_28TtTM_5,0
P3-07,56,iemocap_Ses05F_script01_2_M005,0
P3-07,57,meld_dia602_utt4,0
P3-07,58,chsims_aqgy5_0013_00007,0
P3-07,59,mosi_VbQk4H8hgr0_41,1
