display_id,source_id,dataset,status
S1084,chsims_aqgy4_0012_00012,chsims,active
S1085,chsims_video_0051_0004,chsims,active
S1086,meld_dia988_utt6,meld,active
S1087,iemocap_Ses01F_script01_1_F027,iemocap,active
S1088,meld_dia830_utt6,meld,active
S1089,meld_dia657_utt10,meld,active
S1090,mosi_dq3Nf_lMPnE_5,mosi,active
S1091,chsims_aqgy3_0005_00001,chsims,active
S1092,meld_dia33_utt9,meld,active
S1093,iemocap_Ses02F_impro05_F017,iemocap,active
S1094,chsims_video_0011_0031,chsims,active
S1095,mosi_lXPQBPVc5Cw_22,mosi,active
S1096,chsims_aqgy5_0017_00001,chsims,active
S1097,chsims_aqgy5_0032_00002,chsims,active
S1098,meld_dia925_utt4,meld,active
S1099,iemocap_Ses05M_script02_2_M026,iemocap,active
S1100,meld_dia289_utt2,meld,active
S1101,meld_dia199_utt2,meld,active
S1102,mustard_1_5109,mustard,active
S1103,meld_dia909_utt6,meld,active
S1104,iemocap_Ses04F_impro03_M043,iemocap,active
S1105,chsims_video_0055_0023,chsims,active
S1106,iemocap_Ses02F_script01_2_F012,iemocap,active
S1107,chsims_aqgy3_0008_00014,chsims,active
S1108,meld_dia1005_utt15,meld,active
S1109,chsims_video_0020_0004,chsims,active
S1110,meld_dia271_utt9,meld,active
S1111,mosi_cXypl4FnoZo_7,mosi,active
S1112,chsims_test12_00013,chsims,active
S1113,mosi_wMbj6ajWbic_16,mosi,active
S1114,chsims_video_0032_0022,chsims,active
S1115,meld_dia300_utt8,meld,active
S1116,meld_dia251_utt5,meld,active
S1117,meld_dia285_utt14,meld,active
S1118,chsims_video_0025_0045,chsims,active
S1119,chsims_video_0006_0010,chsims,active
S1120,mustard_1_467,mustard,active
S1121,mosi_yvsjCA6Y5Fc_6,mosi,active
S1122,meld_dia382_utt2,meld,active
S1123,chsims_video_0025_0049,chsims,active
S1124,chsims_video_0046_0024,chsims,active
S1125,mosi_atnd_PF-Lbs_15,mosi,active
S1126,chsims_aqgy4_0007_00000,chsims,active
S1127,mustard_1_6039,mustard,active
S1128,meld_dia181_utt1,meld,active
S1129,mosi_zhpQhgha_KU_1,mosi,active
S1130,chsims_aqgy5_0028_00040,chsims,active
S1131,meld_dia46_utt13,meld,active
S1132,iemocap_Ses01F_script02_1_M038,iemocap,active
S1133,mosi_tmZoasNr4rU_18,mosi,active
S1134,chsims_video_0056_0040,chsims,active
S1135,meld_dia635_utt0,meld,active
S1136,chsims_aqgy5_0005_00022,chsims,active
S1137,chsims_aqgy4_0003_00010,chsims,active
S1138,meld_dia654_utt4,meld,active
S1139,chsims_aqgy5_0020_00019,chsims,active
S1140,iemocap_Ses05M_script01_3_F005,iemocap,active
S1141,iemocap_Ses05F_script01_3_M016,iemocap,active
S1142,meld_dia946_utt8,meld,active
S1143,iemocap_Ses04F_script03_2_F044,iemocap,active
S1144,iemocap_Ses04M_impro04_M019,iemocap,active
S1145,mosi_v0zCBqDeKcE_10,mosi,active
S1146,chsims_aqgy5_0016_00042,chsims,active
S1147,mosi_rnaNMUZpvvg_18,mosi,active
S1148,iemocap_Ses01F_impro03_M003,iemocap,active
S1149,iemocap_Ses03M_script01_1_M009,iemocap,active
S1150,mosi_2iD-tVS8NPw_27,mosi,active
S1151,chsims_video_0021_0010,chsims,active
S1152,mosi_f9O3YtZ2VfI_16,mosi,active
S1153,chsims_aqgy4_0003_00004,chsims,active
S1154,iemocap_Ses02F_script01_1_M011,iemocap,active
S1155,chsims_video_0015_0020,chsims,active
S1156,iemocap_Ses04F_impro07_M085,iemocap,active
S1157,meld_dia815_utt0,meld,active
S1158,iemocap_Ses02M_impro04_M006,iemocap,active
S1159,meld_dia548_utt7,meld,active
S1160,iemocap_Ses04M_impro07_F011,iemocap,active
S1161,iemocap_Ses01F_impro07_M019,iemocap,active
S1162,mosi_9qR7uwkblbs_12,mosi,active
S1163,iemocap_Ses02F_impro07_M021,iemocap,active
S1164,mosi_lXPQBPVc5Cw_15,mosi,active
S1165,meld_dia615_utt21,meld,active
S1166,mosi_2WGyTLYerpo_22,mosi,active
S1167,meld_dia439_utt0,meld,active
S1168,iemocap_Ses05M_script01_3_M023,iemocap,active
S1169,mosi_Clx4VXItLTE_11,mosi,active
S1170,iemocap_Ses03M_script02_1_M005,iemocap,active
S1171,chsims_video_0017_0006,chsims,active
S1172,meld_dia320_utt9,meld,active
S1173,chsims_test5_00014,chsims,active
S1174,mosi_lXPQBPVc5Cw_29,mosi,active
S1175,chsims_csbgs2_0001_00000,chsims,active
S1176,chsims_video_xjzw_00029,chsims,active
S1177,meld_dia1012_utt11,meld,active
S1178,mustard_2_591,mustard,active
S1179,chsims_video_0051_0069,chsims,active
S1180,mosi_Sqr0AcuoNnk_1,mosi,active
S1181,meld_dia94_utt8,meld,active
S1182,chsims_aqgy5_0016_00035,chsims,active
S1183,meld_dia804_utt4,meld,active
S1184,meld_dia468_utt9,meld,active
S1185,iemocap_Ses02M_script02_2_M009,iemocap,active
S1186,chsims_video_0057_0024,chsims,active
S1187,meld_dia587_utt0,meld,active
S1188,mosi_yvsjCA6Y5Fc_15,mosi,active
S1189,chsims_video_xjzw_00010,chsims,active
S1190,mustard_2_408,mustard,active
S1191,chsims_video_0007_0005,chsims,active
S1192,meld_dia121_utt0,meld,active
S1193,meld_dia665_utt8,meld,active
S1194,iemocap_Ses01F_script01_2_F006,iemocap,active
S1195,meld_dia507_utt4,meld,active
S1196,mustard_2_558,mustard,active
S1197,chsims_aqgy5_0005_00002,chsims,active
S1198,iemocap_Ses03F_script03_1_F022,iemocap,active
S1199,mosi_G6GlGvlkxAQ_23,mosi,active
S1200,mosi_dq3Nf_lMPnE_14,mosi,active
S1201,mosi_Vj1wYRQjB-o_3,mosi,active
S1202,mosi_rnaNMUZpvvg_17,mosi,active
S1203,mosi_jUzDDGyPkXU_27,mosi,active
S1204,chsims_video_0031_0023,chsims,active
S1205,chsims_test5_00007,chsims,active
S1206,meld_dia49_utt14,meld,active
S1207,meld_dia792_utt3,meld,active
S1208,chsims_aqgy4_0008_00011,chsims,active
S1209,iemocap_Ses03M_script02_1_F018,iemocap,active
S1210,iemocap_Ses02M_script02_2_M028,iemocap,active
S1211,meld_dia808_utt7,meld,active
S1212,chsims_aqgy5_0010_00001,chsims,active
S1213,meld_dia749_utt1,meld,active
S1214,meld_dia745_utt10,meld,active
S1215,chsims_video_0025_0039,chsims,active
S1216,mustard_2_511,mustard,active
S1217,mustard_1_6766,mustard,active
S1218,chsims_aqgy4_0004_00018,chsims,active
S1219,meld_dia775_utt11,meld,active
S1220,mosi_wMbj6ajWbic_10,mosi,active
S1221,chsims_aqgy5_0010_00017,chsims,active
S1222,iemocap_Ses04M_impro01_M017,iemocap,active
S1223,mosi_Oz06ZWiO20M_11,mosi,active
S1224,mosi_TvyZBvOMOTc_8,mosi,active
S1225,chsims_aqgy5_0003_00003,chsims,active
S1226,iemocap_Ses04M_script02_2_F000,iemocap,active
S1227,iemocap_Ses04M_script01_1_M041,iemocap,active
S1228,mustard_1_182,mustard,active
S1229,iemocap_Ses01M_script01_1_F031,iemocap,active
S1230,meld_dia990_utt14,meld,active
S1231,chsims_video_0040_0044,chsims,active
S1232,mosi_k5Y_838nuGo_13,mosi,active
S1233,meld_dia997_utt7,meld,active
S1234,chsims_aqgy3_0005_00019,chsims,active
S1235,meld_dia425_utt0,meld,active
S1236,chsims_video_xjzw_00038,chsims,active
S1237,mustard_2_15,mustard,active
S1238,mosi_rnaNMUZpvvg_12,mosi,active
S1239,mosi_7JsX8y1ysxY_16,mosi,active
S1240,mosi_f_pcplsH_V0_1,mosi,active
S1241,iemocap_Ses02M_impro07_F001,iemocap,active
S1242,iemocap_Ses02F_script03_1_F001,iemocap,active
S1243,meld_dia844_utt20,meld,active
S1244,iemocap_Ses02F_impro03_F025,iemocap,active
S1245,iemocap_Ses03M_script03_2_M020,iemocap,active
S1246,meld_dia645_utt6,meld,active
S1247,meld_dia940_utt8,meld,active
S1248,iemocap_Ses02F_impro06_F000,iemocap,active
S1249,mosi_Vj1wYRQjB-o_8,mosi,active
S1250,meld_dia936_utt8,meld,active
S1251,chsims_aqgy5_0020_00010,chsims,active
S1252,mosi_HEsqda8_d0Q_9,mosi,active
S1253,chsims_aqgy5_0010_00016,chsims,active
S1254,meld_dia206_utt5,meld,active
S1255,mustard_2_380,mustard,active
S1256,meld_dia622_utt5,meld,active
S1257,iemocap_Ses05M_impro02_F003,iemocap,active
S1258,iemocap_Ses01M_script03_2_F035,iemocap,active
S1259,mosi_c7UH_rxdZv4_24,mosi,active
S1260,meld_dia601_utt0,meld,active
S1261,chsims_aqgy5_0027_00004,chsims,active
S1262,meld_dia589_utt8,meld,active
S1263,meld_dia843_utt7,meld,active
S1264,meld_dia820_utt6,meld,active
S1265,chsims_aqgy4_0008_00002,chsims,active
S1266,meld_dia327_utt4,meld,active
S1267,iemocap_Ses02M_impro04_M019,iemocap,active
S1268,chsims_video_0055_0014,chsims,active
S1269,iemocap_Ses03F_script01_3_F004,iemocap,active
S1270,meld_dia503_utt9,meld,active
S1271,chsims_video_0014_0018,chsims,active
S1272,chsims_aqgy5_0009_00032,chsims,active
S1273,iemocap_Ses01M_script03_1_F013,iemocap,active
S1274,mosi_Sqr0AcuoNnk_18,mosi,active
S1275,iemocap_Ses04F_impro03_M003,iemocap,active
S1276,mosi_7JsX8y1ysxY_34,mosi,active
S1277,mosi_GWuJjcEuzt8_9,mosi,active
S1278,iemocap_Ses02M_script01_3_M029,iemocap,active
S1279,mustard_2_440,mustard,active
S1280,chsims_aqgy4_0011_00026,chsims,active
S1281,meld_dia827_utt14,meld,active
S1282,iemocap_Ses05F_impro07_M028,iemocap,active
S1283,iemocap_Ses04M_impro05_F011,iemocap,active
S1284,meld_dia307_utt7,meld,active
S1285,mustard_1_70,mustard,active
S1286,chsims_video_0016_0045,chsims,active
S1287,iemocap_Ses05M_script02_1_M014,iemocap,active
S1288,iemocap_Ses03M_impro04_M041,iemocap,active
S1289,meld_dia358_utt18,meld,active
S1290,iemocap_Ses04F_script02_1_M012,iemocap,active
S1291,chsims_aqgy5_0015_00014,chsims,active
S1292,mustard_2_92,mustard,active
S1293,mustard_2_2,mustard,active
S1294,meld_dia533_utt3,meld,active
S1295,chsims_video_0029_0023,chsims,active
S1296,mosi_2WGyTLYerpo_54,mosi,active
S1297,meld_dia232_utt16,meld,active
S1298,chsims_video_0053_0058,chsims,active
S1299,iemocap_Ses03F_script02_2_F040,iemocap,active
S1300,mosi_BioHAh1qJAQ_10,mosi,active
S1301,mosi_nzpVDcQ0ywM_7,mosi,active
S1302,iemocap_Ses03M_impro04_F028,iemocap,active
S1303,iemocap_Ses04M_impro04_M009,iemocap,active
S1304,meld_dia745_utt7,meld,active
S1305,meld_dia791_utt11,meld,active
S1306,iemocap_Ses03F_script02_1_F011,iemocap,active
S1307,iemocap_Ses03M_script01_1_F014,iemocap,active
S1308,mosi_d6hH302o4v8_13,mosi,active
S1309,chsims_video_0051_0045,chsims,active
S1310,mosi_9qR7uwkblbs_29,mosi,active
S1311,meld_dia167_utt0,meld,active
S1312,chsims_aqgy5_0001_00011,chsims,active
S1313,chsims_test14_00005,chsims,active
S1314,meld_dia147_utt7,meld,active
S1315,meld_dia991_utt7,meld,active
S1316,meld_dia351_utt10,meld,active
S1317,iemocap_Ses05M_script01_1b_M029,iemocap,active
S1318,iemocap_Ses01M_impro07_M012,iemocap,active
S1319,mosi_d6hH302o4v8_30,mosi,active
S1320,chsims_video_0051_0018,chsims,active
S1321,chsims_video_0054_0123,chsims,active
S1322,chsims_video_0037_0010,chsims,active
S1323,chsims_video_0016_0034,chsims,active
S1324,mustard_2_126,mustard,active
S1325,chsims_video_0041_0016,chsims,active
S1326,meld_dia487_utt0,meld,active
S1327,meld_dia777_utt9,meld,active
S1328,meld_dia514_utt7,meld,active
S1329,mosi_aiEXnCPZubE_15,mosi,active
S1330,mosi_G6GlGvlkxAQ_21,mosi,active
S1331,chsims_video_0027_0018,chsims,active
S1332,iemocap_Ses05F_script03_2_M002,iemocap,active
S1333,mosi_LSi-o-IrDMs_6,mosi,active
S1334,iemocap_Ses04M_script03_2_F032,iemocap,active
S1335,meld_dia740_utt3,meld,active
S1336,mustard_1_6645,mustard,active
S1337,meld_dia49_utt11,meld,active
S1338,mosi_OtBXNcAL_lE_21,mosi,active
S1339,chsims_video_0029_0006,chsims,active
S1340,meld_dia667_utt3,meld,active
S1341,mosi_Sqr0AcuoNnk_4,mosi,active
S1342,iemocap_Ses04M_script03_1_F001,iemocap,active
S1343,mosi_nbWiPyCm4g0_4,mosi,active
S1344,chsims_aqgy5_0028_00004,chsims,active
S1345,iemocap_Ses03F_script03_1_M022,iemocap,active
S1346,mustard_2_344,mustard,active
S1347,chsims_video_0054_0135,chsims,active
S1348,chsims_video_0046_0034,chsims,active
S1349,chsims_aqgy3_0001_00017,chsims,active
S1350,mosi_Clx4VXItLTE_17,mosi,active
S1351,chsims_video_0025_0010,chsims,active
S1352,meld_dia175_utt1,meld,active
S1353,chsims_video_0030_0008,chsims,active
S1354,mosi_03bSnISJMiM_12,mosi,active
S1355,mosi_yvsjCA6Y5Fc_9,mosi,active
S1356,chsims_video_0055_0017,chsims,active
S1357,mosi_HEsqda8_d0Q_18,mosi,active
S1358,chsims_video_0056_0078,chsims,active
S1359,iemocap_Ses05M_script02_1_M025,iemocap,active
S1360,chsims_video_0025_0027,chsims,active
S1361,meld_dia401_utt10,meld,active
S1362,chsims_video_0022_0007,chsims,active
S1363,mustard_1_11253,mustard,active
S1364,mustard_2_449,mustard,active
S1365,mosi_7JsX8y1ysxY_3,mosi,active
S1366,iemocap_Ses03F_impro04_F001,iemocap,active
S1367,chsims_video_0039_0003,chsims,active
S1368,mosi_Jkswaaud0hk_4,mosi,active
S1369,meld_dia1027_utt6,meld,active
S1370,chsims_video_0023_0026,chsims,active
S1371,chsims_video_0060_0031,chsims,active
S1372,meld_dia279_utt0,meld,active
S1373,meld_dia861_utt14,meld,active
S1374,mosi_tIrG4oNLFzE_12,mosi,active
S1375,iemocap_Ses03M_script01_1_M002,iemocap,active
S1376,iemocap_Ses02M_script02_2_F005,iemocap,active
S1377,mustard_1_3371,mustard,active
S1378,mosi_VbQk4H8hgr0_1,mosi,active
S1379,chsims_video_0014_0010,chsims,active
S1380,meld_dia49_utt2,meld,active
S1381,chsims_video_0035_0021,chsims,active
S1382,chsims_video_0027_0001,chsims,active
S1383,chsims_aqgy4_0017_00005,chsims,active
S1384,iemocap_Ses05M_impro04_M001,iemocap,active
S1385,mosi_MLal-t_vJPM_17,mosi,active
S1386,mosi_d6hH302o4v8_15,mosi,active
S1387,iemocap_Ses04M_script02_1_M016,iemocap,active
S1388,meld_dia122_utt0,meld,active
S1389,chsims_aqgy5_0009_00020,chsims,active
S1390,iemocap_Ses04F_script01_1_F019,iemocap,active
S1391,meld_dia182_utt1,meld,active
S1392,chsims_csbgs2_0003_00011,chsims,active
S1393,chsims_aqgy5_0006_00005,chsims,active
S1394,chsims_aqgy4_0001_00027,chsims,active
S1395,chsims_video_0032_0023,chsims,active
S1396,chsims_aqgy5_0022_00002,chsims,active
S1397,chsims_video_0025_0009,chsims,active
S1398,chsims_aqgy3_0007_00000,chsims,active
S1399,meld_dia938_utt7,meld,active
S1400,mosi_Ci-AH39fi3Y_3,mosi,active
S1401,chsims_aqgy5_0019_00004,chsims,active
S1402,iemocap_Ses01M_impro01_M009,iemocap,active
S1403,mosi_tIrG4oNLFzE_10,mosi,active
S1404,meld_dia692_utt0,meld,active
S1405,meld_dia920_utt3,meld,active
S1406,iemocap_Ses02F_impro04_F001,iemocap,active
S1407,chsims_aqgy5_0028_00044,chsims,active
S1408,meld_dia236_utt12,meld,active
S1409,meld_dia425_utt2,meld,active
S1410,meld_dia671_utt7,meld,active
S1411,chsims_video_0052_0025,chsims,active
S1412,chsims_video_0005_0007,chsims,active
S1413,meld_dia986_utt1,meld,active
S1414,iemocap_Ses04M_impro05_M033,iemocap,active
S1415,mustard_2_223,mustard,active
S1416,chsims_aqgy5_0034_00008,chsims,active
S1417,meld_dia120_utt0,meld,active
S1418,meld_dia637_utt3,meld,active
S1419,meld_dia466_utt1,meld,active
S1420,chsims_csbgs2_0001_00001,chsims,active
S1421,iemocap_Ses05F_impro05_F017,iemocap,active
S1422,mosi_f9O3YtZ2VfI_13,mosi,active
S1423,meld_dia619_utt8,meld,active
S1424,iemocap_Ses03F_impro06_F033,iemocap,active
S1425,mosi_0h-zjBukYpk_6,mosi,active
S1426,chsims_aqgy3_0005_00035,chsims,active
S1427,meld_dia863_utt4,meld,active
S1428,mosi_pLTX3ipuDJI_15,mosi,active
S1429,mustard_1_5751,mustard,active
S1430,meld_dia659_utt3,meld,active
S1431,chsims_aqgy3_0001_00007,chsims,active
S1432,mustard_1_8407,mustard,active
S1433,iemocap_Ses02F_impro06_F002,iemocap,active
S1434,iemocap_Ses05M_script02_1_M033,iemocap,active
S1435,meld_dia407_utt4,meld,active
S1436,chsims_aqgy5_0030_00003,chsims,active
S1437,iemocap_Ses05F_script03_1_F016,iemocap,active
S1438,chsims_video_0007_0003,chsims,active
S1439,meld_dia82_utt4,meld,active
S1440,mosi_lXPQBPVc5Cw_20,mosi,active
S1441,meld_dia222_utt0,meld,active
S1442,iemocap_Ses03M_script02_2_F009,iemocap,active
S1443,chsims_video_xjzw_00001,chsims,active
S1444,chsims_test7_00002,chsims,active
S1445,chsims_aqgy3_0008_00003,chsims,active
S1446,chsims_aqgy3_0001_00014,chsims,active
S1447,meld_dia595_utt5,meld,active
S1448,meld_dia256_utt10,meld,active
S1449,iemocap_Ses04M_impro05_F026,iemocap,active
S1450,iemocap_Ses02F_impro01_F005,iemocap,active
S1451,chsims_aqgy5_0016_00040,chsims,active
S1452,chsims_video_0051_0026,chsims,active
S1453,chsims_video_0045_0074,chsims,active
S1454,mustard_2_500,mustard,active
S1455,chsims_video_0060_0003,chsims,active
S1456,chsims_aqgy3_0002_00001,chsims,active
S1457,meld_dia744_utt6,meld,active
S1458,chsims_video_0054_0041,chsims,active
S1459,chsims_aqgy5_0017_00023,chsims,active
S1460,meld_dia796_utt5,meld,active
S1461,meld_dia4_utt8,meld,active
S1462,iemocap_Ses03F_script03_1_F027,iemocap,active
S1463,chsims_video_0011_0011,chsims,active
S1464,meld_dia37_utt2,meld,active
S1465,chsims_video_0003_0006,chsims,active
S1466,iemocap_Ses03F_script01_2_F002,iemocap,active
S1467,chsims_test14_00013,chsims,active
S1468,mosi_c5xsKMxpXnc_10,mosi,active
S1469,meld_dia720_utt9,meld,active
S1470,iemocap_Ses04M_impro05_F030,iemocap,active
S1471,meld_dia558_utt0,meld,active
S1472,mosi_0h-zjBukYpk_24,mosi,active
S1473,meld_dia610_utt0,meld,active
S1474,chsims_aqgy5_0009_00036,chsims,active
S1475,chsims_video_0023_0043,chsims,active
S1476,meld_dia530_utt5,meld,active
S1477,meld_dia207_utt5,meld,active
S1478,meld_dia233_utt0,meld,active
S1479,mustard_1_4850,mustard,active
S1480,meld_dia798_utt5,meld,active
S1481,chsims_video_0056_0023,chsims,active
S1482,mosi_bvLlb-M3UXU_23,mosi,active
S1483,meld_dia252_utt7,meld,active
S1484,chsims_aqgy4_0019_00002,chsims,active
S1485,meld_dia901_utt2,meld,active
S1486,iemocap_Ses05M_script02_2_M027,iemocap,active
S1487,mosi_cXypl4FnoZo_4,mosi,active
S1488,meld_dia860_utt8,meld,active
S1489,mustard_1_5496,mustard,active
S1490,iemocap_Ses05M_script01_3_F003,iemocap,active
S1491,meld_dia892_utt1,meld,active
S1492,chsims_video_0060_0005,chsims,active
S1493,chsims_aqgy3_0005_00007,chsims,active
S1494,iemocap_Ses04M_script02_1_F004,iemocap,active
S1495,chsims_video_0010_0004,chsims,active
S1496,chsims_aqgy4_0007_00013,chsims,active
S1497,iemocap_Ses03M_impro03_F004,iemocap,active
S1498,meld_dia671_utt1,meld,active
S1499,iemocap_Ses04F_script03_2_F001,iemocap,active
S1500,iemocap_Ses05M_impro01_F007,iemocap,active
S1501,chsims_aqgy4_0014_00015,chsims,active
S1502,meld_dia535_utt2,meld,active
S1503,chsims_aqgy3_0001_00020,chsims,active
S1504,mosi_cM3Yna7AavY_5,mosi,active
S1505,iemocap_Ses02F_script01_3_F015,iemocap,active
S1506,demo-synthetic-01,demo-synthetic-01,retired
S1507,mustard_1_2354,mustard,active
S1508,iemocap_Ses05F_script01_1_M025,iemocap,active
S1509,iemocap_Ses03M_script02_1_M002,iemocap,active
S1510,mustard_1_2792,mustard,active
S1511,iemocap_Ses03F_script01_1_F007,iemocap,active
S1512,chsims_video_0026_0002,chsims,active
S1513,mosi_5W7Z1C_fDaE_15,mosi,active
S1514,chsims_aqgy5_0014_00002,chsims,active
S1515,meld_dia383_utt8,meld,active
S1516,meld_dia151_utt11,meld,active
S1517,mustard_1_1296,mustard,active
S1518,iemocap_Ses02M_impro03_F020,iemocap,active
S1519,chsims_aqgy3_0002_00021,chsims,active
S1520,iemocap_Ses03F_impro06_F012,iemocap,active
S1521,meld_dia275_utt9,meld,active
S1522,mosi_lXPQBPVc5Cw_12,mosi,active
S1523,meld_dia521_utt3,meld,active
S1524,mosi_Oz06ZWiO20M_9,mosi,active
S1525,iemocap_Ses04M_impro06_F003,iemocap,active
S1526,iemocap_Ses02F_script01_2_M002,iemocap,active
S1527,mustard_2_246,mustard,active
S1528,mustard_2_35,mustard,active
S1529,mustard_1_3573,mustard,active
S1530,iemocap_Ses05M_script01_3_M008,iemocap,active
S1531,chsims_video_0036_0012,chsims,active
S1532,meld_dia664_utt1,meld,active
S1533,iemocap_Ses03M_impro06_M028,iemocap,active
S1534,iemocap_Ses05F_impro02_M022,iemocap,active
S1535,meld_dia772_utt1,meld,active
S1536,chsims_aqgy5_0028_00019,chsims,active
S1537,iemocap_Ses01F_script01_3_F003,iemocap,active
S1538,iemocap_Ses04M_script02_1_F008,iemocap,active
S1539,meld_dia911_utt4,meld,active
S1540,mosi_cW1FSBF59ik_10,mosi,active
S1541,chsims_video_0029_0016,chsims,active
S1542,iemocap_Ses02M_script01_1_F026,iemocap,active
S1543,iemocap_Ses01M_impro05_M023,iemocap,active
S1544,chsims_video_0016_0036,chsims,active
S1545,mosi_6Egk_28TtTM_5,mosi,active
S1546,mustard_1_6370,mustard,active
S1547,chsims_video_0029_0017,chsims,active
S1548,mosi_Dg_0XKD0Mf4_11,mosi,active
S1549,chsims_video_0025_0031,chsims,active
S1550,chsims_video_0040_0015,chsims,active
S1551,meld_dia822_utt0,meld,active
S1552,chsims_video_0023_0037,chsims,active
S1553,meld_dia865_utt3,meld,active
S1554,mosi_aiEXnCPZubE_19,mosi,active
S1555,meld_dia17_utt6,meld,active
S1556,chsims_video_0054_0073,chsims,active
S1557,iemocap_Ses04M_script02_2_M028,iemocap,active
S1558,mosi_wMbj6ajWbic_8,mosi,active
S1559,chsims_aqgy5_0012_00017,chsims,active
S1560,chsims_video_0025_0029,chsims,active
S1561,chsims_aqgy5_0003_00002,chsims,active
S1562,chsims_aqgy3_0003_00017,chsims,active
S1563,chsims_video_0054_0161,chsims,active
S1564,iemocap_Ses02F_script01_2_F017,iemocap,active
S1565,chsims_video_0039_0004,chsims,active
S1566,meld_dia455_utt3,meld,active
S1567,meld_dia455_utt5,meld,active
S1568,chsims_aqgy5_0034_00012,chsims,active
S1569,iemocap_Ses02F_script01_1_F030,iemocap,active
S1570,meld_dia555_utt1,meld,active
S1571,iemocap_Ses04F_impro05_F005,iemocap,active
S1572,chsims_aqgy4_0012_00042,chsims,active
S1573,chsims_video_0047_0044,chsims,active
S1574,meld_dia195_utt19,meld,active
S1575,iemocap_Ses04M_impro05_M041,iemocap,active
S1576,iemocap_Ses03M_impro01_F001,iemocap,active
S1577,chsims_aqgy5_0008_00001,chsims,active
S1578,mosi_c7UH_rxdZv4_6,mosi,active
S1579,iemocap_Ses03F_impro03_F000,iemocap,active
S1580,chsims_video_0058_0008,chsims,active
S1581,mosi_lXPQBPVc5Cw_21,mosi,active
S1582,chsims_video_0023_0028,chsims,active
S1583,chsims_csbgs2_0003_00012,chsims,active
S1584,meld_dia1029_utt0,meld,active
S1585,chsims_video_0002_0014,chsims,active
S1586,iemocap_Ses02F_script01_1_F029,iemocap,active
S1587,meld_dia703_utt3,meld,active
S1588,chsims_aqgy5_0016_00041,chsims,active
S1589,chsims_video_0056_0076,chsims,active
S1590,mustard_2_345,mustard,active
S1591,chsims_video_0053_0024,chsims,active
S1592,iemocap_Ses05F_script01_1_M009,iemocap,active
S1593,mosi_Bfr499ggo-0_12,mosi,active
S1594,iemocap_Ses01F_impro05_F019,iemocap,active
S1595,iemocap_Ses02M_script01_2_M018,iemocap,active
S1596,meld_dia936_utt12,meld,active
S1597,chsims_video_0015_0023,chsims,active
S1598,meld_dia953_utt7,meld,active
S1599,chsims_aqgy5_0029_00032,chsims,active
S1600,iemocap_Ses05M_script01_1_M013,iemocap,active
S1601,meld_dia358_utt15,meld,active
S1602,mosi_atnd_PF-Lbs_5,mosi,active
S1603,chsims_aqgy5_0009_00028,chsims,active
S1604,mosi_d6hH302o4v8_20,mosi,active
S1605,chsims_aqgy5_0013_00013,chsims,active
S1606,meld_dia659_utt19,meld,active
S1607,meld_dia322_utt0,meld,active
S1608,chsims_aqgy4_0005_00045,chsims,active
S1609,chsims_video_0018_0008,chsims,active
S1610,chsims_video_0013_0026,chsims,active
S1611,mosi_Bfr499ggo-0_6,mosi,active
S1612,meld_dia887_utt5,meld,active
S1613,mosi_2WGyTLYerpo_1,mosi,active
S1614,chsims_video_0054_0063,chsims,active
S1615,meld_dia960_utt6,meld,active
S1616,iemocap_Ses02F_script01_3_M008,iemocap,active
S1617,iemocap_Ses04M_script03_2_M011,iemocap,active
S1618,iemocap_Ses05M_script01_1b_M035,iemocap,active
S1619,meld_dia439_utt6,meld,active
S1620,chsims_aqgy4_0019_00001,chsims,active
S1621,mosi_cXypl4FnoZo_28,mosi,active
S1622,mosi_d6hH302o4v8_7,mosi,active
S1623,meld_dia754_utt1,meld,active
S1624,mosi_k5Y_838nuGo_27,mosi,active
S1625,meld_dia168_utt2,meld,active
S1626,mosi_GWuJjcEuzt8_16,mosi,active
S1627,mosi_cW1FSBF59ik_15,mosi,active
S1628,chsims_aqgy5_0016_00044,chsims,active
S1629,meld_dia342_utt6,meld,active
S1630,iemocap_Ses05F_script01_3_F005,iemocap,active
S1631,iemocap_Ses01M_script02_2_F016,iemocap,active
S1632,mosi_MLal-t_vJPM_14,mosi,active
S1633,meld_dia138_utt3,meld,active
S1634,chsims_aqgy3_0003_00007,chsims,active
S1635,chsims_video_0023_0057,chsims,active
S1636,meld_dia665_utt10,meld,active
S1637,iemocap_Ses04F_impro07_F007,iemocap,active
S1638,chsims_aqgy4_0001_00061,chsims,active
S1639,mustard_1_11901,mustard,active
S1640,meld_dia629_utt6,meld,active
S1641,iemocap_Ses05F_impro02_M034,iemocap,active
S1642,meld_dia170_utt9,meld,active
S1643,chsims_aqgy5_0030_00004,chsims,active
S1644,mosi_c5xsKMxpXnc_2,mosi,active
S1645,meld_dia584_utt1,meld,active
S1646,iemocap_Ses02M_script03_1_M014,iemocap,active
S1647,iemocap_Ses05F_impro08_M001,iemocap,active
S1648,mosi_0h-zjBukYpk_18,mosi,active
S1649,meld_dia285_utt0,meld,active
S1650,chsims_csbgs2_0002_00010,chsims,active
S1651,mosi_8OtFthrtaJM_23,mosi,active
S1652,iemocap_Ses02M_script01_2_F012,iemocap,active
S1653,chsims_video_0030_0021,chsims,active
S1654,meld_dia939_utt15,meld,active
S1655,iemocap_Ses05F_impro01_M004,iemocap,active
S1656,iemocap_Ses05M_script01_3_M037,iemocap,active
